time_of_review,timestamp,product_id,product_name,summary,review,bin_sentiment
2020-12-22 01:30:01,1608600601,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),The Nikon Coolpix S6300 - A Great Little Camera For People On The Go,"I usually shoot with my Nikon D80 or D7000, but there's times when lugging around a large camera bad is not feasible. This little point and shoot was perfect for taking quick snaps both indoors and outdoors. The flash is pretty intuitive for such an inexpensive camera and I was actually able to take nice shots of the inside of a PC tower with no problems. The pictures came out great on the first try. The video quality and sound were surprisingly nice as well. Unfortunately mine was stolen and I replaced it with the Nikon Coolpix 3500. Although the Mega Pixels are higher on the new camera, the images are no where near the quality of the S6300 and the body is not as rugged. I'd recommend the Coolpix S6300 for everything from on the fly editorials to just having a fun time. It'd make a great stocking stuffer, too!Cameras for Kids: Fun and Inexpensive Projects for the Little PhotographerAnimal Portraits With The Digital Photography Of John CrippenScenic Photography Using Examples From The California Central Coast",1.0
2020-12-22 01:42:30,1608601350,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Perfect for travel,"Product arrived in time as promised. Packaging was not bad as lot of cushioning materials in the box.I have read a lot of reviews before buying this product to make sure I am buying something which lasts for at least a month due to my travel.I waited to write this review just to make sure it works for at least a month. As of today still it is working and I hope it would work further for a year or so.We all know, product is not original so do not expect it to work just like the original providing the same level of output current and it does not. However, it charges the battery at par with a stock charger. I tested the output current which is almost 24% less than the advertised 2Amps output current. This means, it would charge your battery but may take a longer time. The best part of this charger is the extended length of the cable. It is very helpful in Airports and also in the flight.Good about itappearance is not badCharges the battery at par with the original charger except for few minutes of extra timeHas a long cable which is quite useful in airports or in side the flight.looks sturdyNot so good about itIt does not provide 2Amps out put as advertised but as far as it works, not an issue.Functionally nothing at least for the time being; its over 30 days now.Looks cheap ( But , hey! you are also paying a cheap price)",1.0
2020-12-22 01:54:07,1608602047,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Great item,"I had bought my great grandson a Kindle for Christmas and saw this product. MY son had bought me one the year before and I was always wiping the screen off. So I ordered 2 of them, one for me and one for  him. It is one of the best buys I have made. the Anti-glare and Anti- fingerprints work wonderful. So if you have a Kindle order this product you won't be sorry",1.0
2020-12-22 02:14:50,1608603290,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Not as big as I thought,This is a well-made camera bag with a good amount of padding for those expensive camera bodies and lenses. But I imagined something bigger than this.  This fits a regular dSLR and two lenses comfortably.  You can stick other items in the flap pocket.  This is a standard camera with nothing frilly on it.  It comes at a great price.,1.0
2020-12-22 02:31:35,1608604295,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Good Quality for the Price,"This is a great sleeve of surprisingly good quality (for the price). Good solid stitching. Light weight. My Surface Pro (1st Gen) fits snugly with the type cover attached. I ordered the &#34;Distressed Brown&#34; and I was very happy to find that it is actually a darker brown than the picture indicates (probably a result of bright studio lights).* This sleeve is most definitely NOT genuine leather but, as the confusion in the FAQ attests to, the material used is of good enough quality to fool a lot of people.",1.0
2020-12-22 02:34:20,1608604460,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Could not use.,"Myself and two other people tried to get the film attached to the screen of my Kindle Fire.  No one was successful.  I have attached vinyl lettering to windows and didn't have the problems I had with this product.  Everyone that tried was not able to get the bubbles out from between the film and the screen, no matter what we tried.  I gave up and discarded them.  I would recommend looking at another product to meet your needs.",0.0
2020-12-22 02:39:48,1608604788,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Works great,Received item and it works great. Love the super long cord. A must have with the tablet in my opinion.,1.0
2020-12-22 03:00:27,1608606027,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Underwater feature rocks!!!!,"I'm super happy with this camera! It does just what it says it can do and more! I bought it specifically for the underwater feature as I wanted something simple to use while in Mexico, my dsrl was too bulky & risky to take along :( if you follow the instructions and use common sense you won't have any problems or complaints :) I'm not sure what was more fun: taking a photo underwater or watching people's reaction to seeing someone intentionally put their camera in the water!!! Buy this little guy and you will be able to enjoy yourself while capturing all the fun!",1.0
2020-12-22 03:46:57,1608608817,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),TOUGH does not begin to describe how tough it is - nearly perfect,"I started out with the TS-2 and man did it take a beating. I took it up on mountains, down into the sea, on hot and dusty hikes, into silt storms - and about one thousand scratches and drops later it kept ticking. It's the ocean water that did it in in the end. You really do need to soak the camera in fresh water after you snorkel or scuba, otherwise the salt will eat away at the rubber seals. Then let it dry completely.It started faltering on my latest trip, and I bought an Olympus competitor locally - couldn't stand it and returned it.This new TS-4 is actually better than its successor, the TS-5: fewer pixels, meaning less noise at the same size sensor. You don't need the extra pixels, you need a cleaner picture in the first place and 12 megapixels are more than enough. OIS works very well, and pictures are quite crisp even underwater. As a land camera, I like the Canon D series a little better (nothing can rival the picture quality on those little jewels), but I found the TS series performed better in tough environments. It also has terrific macro, nearly as good as the Canons.What would make this a perfect camera? The ability to shoot in RAW, a slightly larger sensor and a bit more analog zoom so you don't have to get so close to the subject.",1.0
2020-12-22 04:08:33,1608610113,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",GREAT,Love this cover for my Surface 2. It's a little snugg with the keyboard attached to it (no pun intended) but it can fit the Surface 2 and the keyboard. Great protection,1.0
2020-12-22 04:36:33,1608611793,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Not very compatible at all...,"I purchased 3 of these units for 3 different conference rooms with 3 different clients.  None of them have worked correctly, most common issue is the laptop or PC is not ""compatible"" even though the computers meet the requirements and are all very new.  My employee was able to get his Samsung Galaxy Note II to connect to it but that's about it.  Probably going to send all three of these back and try to find something else.  I would save your money and your time, we have wasted about 5 hours tinkering with these things and calling support and have gotten nowhere.",0.0
2020-12-22 04:42:29,1608612149,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Good +,The screen really helps with the glare. I was on a long overseas flight and could barely watch the movies i had downloaded on my Kindle Fire because of the glare. After using the screen it was much better. The only reason I give it 5 stars is because it seems to affect the touch screen a bit(But in all fairness the touch screen doesn't work without the screen)and the picture isn't as sharp as with out it. All in all I prefer it with the screen.,1.0
2020-12-22 04:42:35,1608612155,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),This Coolpix s6300 works great for my intended purpose,"If you are looking for a good overall point and shoot camera that is quick to grab when needed, takes great photos, and is easy to use, I recommend this camera.  It is good in low light and is fairly simple to operate.  What sold me on this camera was that it has the 10x optical which for a pocket size camera is just what I was looking for.  I go for lots of walks and wanted something I could slip in my pocket and take with.  Works great for this.  Does great on overall landscape, people, and overall images.  The downfall with this camera seems to be that it takes too long to do a preview of the photo that you just shot.  I haven't found a way to turn this off yet so it could just be me having the issue.  It hinders my ability to take multiple shots in a row.  All in all though, it is a good camera.",1.0
2020-12-22 04:46:00,1608612360,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Good and Bad,"This may be a good bag for your DSLR if you've got a smaller one with a kit lens, but look elsewhere if you've got anything more than that. It's too tight to fit just about any of my digital kit (a Canon EOS 5D Mark III with battery grip is too big unless you remove the lens every time you put it away, and even then it takes up so much room that you can't fit a lens in there).  Luckily, that was not the purpose for which I ordered this bag.  I got it for my primary film camera, a Mamiya C330 Professional.For this purpose, it works nicely.  Due to the squarish tall shape of the TLR, it fits perfectly in the bag in both width and height. Placing one of the velcro dividers to give it a snug fit on all four sides, there's just enough room for one extra lens pair and a light meter (or if I pocket the light meter, I can maneuver an Olymput OM-4T with 50mm Zuiko in there). The front pouch can hold more 120 film than I'd be likely to use in a single day.We recently went for a weekend trip and I decided to make it a film-only trip, so I brought this bag with me.  It was during the trip that I saw some down sides.  First, the wide pad in the strap doesn't hold the strap in place very well, which eventually gets folded and bunched up inside the pad, causing discomfort when carrying it.  Then the plastic mechanism on either side of the strap that allows it to rotate freely makes loud, squeaky rubbing noises with every step, and that got annoying very quickly. For such an inexpensive bag though, I felt I could only realistically dock one star for these issues.  The bag itself, aside from the strap, does the job nicely.",1.0
2020-12-22 05:05:40,1608613540,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Basic. Brilliant. Straightforward.,"I wanted a shirt-pocket camera that would take really competent pictures. This is that!Brilliant screen, excellent features, bright, well-focused images! Very useful!",1.0
2020-12-22 05:07:02,1608613622,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Simple and Fast,I bought this for a trip I was taking to India. I didn't want to drag my DSLR equipment all over with me but wanted something that would take good pictures for a reasonable price. This did not disappoint. I always miss my DSLR level controls when I don't have them but this is quick and simple.,1.0
2020-12-22 05:08:43,1608613723,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),great product,i got this because we went on vacationand back then we only had a regular camera which it was notwaterproof.We love this one now.,1.0
2020-12-22 05:23:27,1608614607,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Anit Glare Matte,"Easy to apply, had no difficulties, and definitley took care of the glare. Plus, I have a spare.  Very reasonably priced as well.",1.0
2020-12-22 06:18:16,1608617896,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Excellent case for Surface 2 Pro,"I bought this as a carrying case for my Surface 2 Pro. It's great. It holds my surface the pen, a screenwipe (in the pocket), and my Type2 keyboard. It fits very snugly and has held up well in the few months I've had it.",1.0
2020-12-22 06:29:23,1608618563,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,So far so good...,Turned out to be the exact same cord we wanted to replace....the problem to be solved is in the location of the power port should be located on the top or side when held in landscape fassion...where it is not repeatedly folded or bent when the tablet is pressed to your lap...,1.0
2020-12-22 06:43:49,1608619429,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",works for me,Does what is says and no more wiping screen every few minutes. Fits great and easy to put on. And came with a spare so happy with purchase.,1.0
2020-12-22 06:46:22,1608619582,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),almost a disaster,"The only negative I had read about the camera was a few owners complained about the lens protector getting stuck half opened, received the Nikon one day before a two week trip from LA to Florence OR up US 1. The camera was great for the first 5 days. Picture quality is excellent and the variety of different modes is outstanding. On the 5th day, the lenses protector jammed half opened. Most upsetting. Stopped and ordered a new camera to be delivered to our next stop. Love Amazon. Later in that day, I turned on the camera again and the lenses shutter remained half opened. I poked my finger nail in between the lenses and cover and poof, the lenses shutter opened and has worked perfectly since then, about 30 days so far. So, order the camera, use it, enjoy the 10x zoom, the panorama, various settings and brilliant picture. Make sure you have a manicure before your next use and you will have no problems.",1.0
2020-12-22 06:56:45,1608620205,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Great Bag,"This is not something I would have purchased on my own, but I got 1 free with the purchase of my camera. The bag is very simple and functional, with plenty of pockets to store away your accessories. The dividers in the bag are velcro, so you can readjust them to fit your items perfectly. The construction of the bag seems very good and sturdy, especially considering the price. I think this is a great deal for anyone who needs a camera bag and doesn't want to spend a lot on anything fancy.",1.0
2020-12-22 07:00:33,1608620433,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Works,"I HATE the fact that Samsung continues to frustrate its customers by not enabling them to charge their tablets with a standard mini-usb charger cables. Proprietary chargers are for hell. That said, I ordered two of these (I have 2 different tablets) and wanted one for travel as the extra length of the cable would be needed over the seemingly 2 foot cable that comes with the tablet. One of the chargers that arrived was DOA, which I did not discover until I was already on vacation and nowhere near my home. Luckily I had brought the shorty just in case so I was able to charge it. Sent the DOA one back and got a replacement. I did have to pay the return postage which was as much fun as obamacare.",1.0
2020-12-22 07:03:51,1608620631,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Panasonic's Customer Support Policy is Hostile - and this Camera is NOT Waterproof,"Read the reviews before buying this camera.Everything written about this camera not being waterproof is true.  I would say that this camera is temporarily waterproof.  It will withstand usage in the water for a certain period of time, and then it will fail, allowing water to penetrate the internal compartment and ruin the electronics of the camera.If you plan to use it only in the rain then it takes decent images in daylight, and nice HD video.  If you are looking for an action/sports camera, you're better off with a GoPro or something truly waterproof.Next.  After I found out my camera wasn't waterproof, I contacted Panasonic.  I figured that by now this is a KNOWN issue with the TS3 and TS4 and that they would address it as such.  Panasonic attempts to play it off like mine is the first case of this happening.  They waste my time ""examining"" the camera and then they want me to pay for the repair.  This is an evil company with no love for it's customers.  This is the last Panasonic product I will ever purchase.All I asked of them was to take this one back and send me a new one (so I'd have a rainy day, not waterproof, camera in my collection).  They flat out refused, even though they know their cameras leak over and over again.Terrible company, faulty product.",0.0
2020-12-22 07:15:47,1608621347,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,"Works as advertised, one of those situations where you ...","Works as advertised , one of those situations where you  get  what  you  bought , it works well, and does it's job without fanfare. How much fanfare can there be with a charger cord?",1.0
2020-12-22 07:41:27,1608622887,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),"Good, strong bag.  Good price.","Good, strong bag with many large and small compartments.  Would love amazon to come out with some other styles, especially ones like think tank which are more discreet and don't scream electronics inside.",1.0
2020-12-22 07:59:03,1608623943,B00728ZB8O,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Silver),Great travel camera,"First off, this camera is the best point and shoot I've ever owned. The versatility and the built in features/modes allow you to capture any situation you come across. To date I have travelled through the Galapagos, Ecuador and Peru and Florida with this camera. I've never had a single problem with the toughness of this camera. I originally bought a small case to toss it in but after using it for awhile I wasn't worried about it getting messed up throwing it in a pouch of my back pack. There are some things I'd like to be better, but they might be a limitation to all these types of cameras though. I outlined them in pros and cons.Pros:Great quality pictures- I have a Fujifilm HS30EXR as well that I used travelling. It's a lot more convient to carry this around. The Fuji has better results in the end but the TS4 compares really well. In an age where 90% of photos are just going to be resized and emailed or posted on Facebook this camera is way more than good enough on quality.Great features- Lots of modes that are easily accessed. The more comfortable you get the faster you'll get at switching modes too. I left it in the iA mode most of the time but picking a specific mode can make a difference and is worth the effort.Size- It's not as small as others but it feels substantial and you can get a good grip on it, which I think is better. I've used a fuji that was more streamlined and it was a little too small. I'd be nervous to use it n water. That was not a problem here. I could fit in the front pocket of my jeans, it'd be better in a cargo pocket though.Toughness- I've gone snorkeling twice a day for a week, had sand rubbed all over it, dropped it, submerged it over the side of a boat  while going down the amazon to see how the pictures would turn out. It survived it all easily. Really is a great and tough camera.Battery life- Battery life is great. I wish I could say how many shots I got before I recharged it. I never use flash and the battery would last two days for me on average. Probably took about a 50-100 pictures a day and left the camera on to get a GPS lock and have it ready for a photo. The battery was never fully drained. I took it on a four day hike where I only had one battery the last day it almost died because I was taking a lot of video.GPS and altimeter etc- Maybe it's kind of a gimmick but I think it is really cool to see exactly where you were. In a worst case scenario the built in compass could probably help you out of a bind as well.Lanyard- The included lanyard is probably pretty standard but it was a good diameter and feel. I say this because I cinched it down to make sure it never got away from me when swimming and I never had any irritation and all the salt water never discolored it or wore it down.Dedicated video button is convenient.Cons:Foggy lens- I have a quite a few pictures that were ruined by fog in the lens. Nothing you can really do about it when it happens and I think it'd be really difficult to fix after the fact. It definitely ruined a couple picture I really wanted to turn out. I think this is a hazard of this type of camera, not really the TS4 itself.GPS lock-Perfectly clear skies and it had to of taken well over five minutes. My Garmin watch doesn't take that long on cloudy days. Sometimes it would get a fix really quick and scroll the name of the location and country right away. I think this is a con because when I pull a point and shoot out of my camera I want to take a picture and have it work right away with an accurate GPS tag.Panorama Problems-I was in these massive sand dunes in Peru and wanted to take a panorama of the view. I tried at least 10-15 times to take a panorama changing sweep directions and widths and views hoping the camera would capture one. Always got error messages along the lines of go faster or slower or keep levelt. Keep in mind I've been using this camera for awhile at this point and had taken many panoramas. I'm not sure if it was the lack of contrast from sand dune to sand dune but I never got the picture.Underwater warning-It shows up every time. I get it, I read the instructions, I acknowledged them. Now I'll still have to do it every time I turn on the camera.I have used three other brands of tough cameras, Fuji, Pentax and Casio, this one is by far the best in picture quality and features/ease of use. I think you just have to accept the cons if you want this type of camera. I debated giving this four/five stars because five stars really should mean it is perfect. I ended up giving it five stars because this really is the best tough camera you can get right now.",1.0
2020-12-22 08:26:14,1608625574,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Great for the price.,Lots of pockets. Fits my camera and flash (in its own protector) nicely. Extra room for when I get another lens.,1.0
2020-12-22 08:44:23,1608626663,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector","2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte",I don't no how this works. I never got either one of them to stay on right. I' sure it's just me.,0.0
2020-12-22 08:50:12,1608627012,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Affordable charging as good as OEM,Works as well as the OEM but has a much longer range.  Stock cord is too short if you want to use the tablet while charging.  My solution was to purchase this and the Samsung dock.  I use the stock cord with the dock and keep this one in my bag in case I need charging away from home.,1.0
2020-12-22 09:07:30,1608628050,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Exactly what I needed,Exactly what I needed on my kindle fire so screen doesn't get scratched! Easy to put on and Quickly shipped!,1.0
2020-12-22 09:24:19,1608629059,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Coool!,Excellent product.  This small sized camera does the job of the larger cameras without the extra bulkyness.  It fits into pocket or purse.  Thanks,1.0
2020-12-22 09:46:50,1608630410,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Great,Lost my original charger. Have been using this for about 2 weeks now and haven't had any problems. Fits great and charges quickly.,1.0
2020-12-22 10:31:29,1608633089,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,There Are Too Many Ways For This Not To Work,"This device has caused me nothing but grief. It worked for a brief period of time on by Dell Inspiron 15z laptop with Windows 8. But it stopped working twice due to auto updates (once to Windows 8 itself and the other time when my graphics card auto-updated). I spent hours on the phone with tech support with Dell and the tech rolled back all sorts of drivers to get it to work. Even when it did work it wasn't a terribly great experience. The video was lagged and cut out, there were pixels that flashed in and out.Here is the bottom line: this thing is likely to cause you significant grief. You might be lucky and have a perfect combination of all components, but maybe not. As I see it, the problem is that there are so many different companies that have a hand in the pot that it increases the likelihood that something will prevent this from working. Intel makes the chip, Netgear makes the device, Windows is the operating system, and likely you will have Dell/HP/Asus/etc. for the PC maker. There are so many different possible ways this can not work it is highly likely you will hit one of them. And then each company will point the finger at the other and blame the operating system/graphics card/chip maker/etc.Save yourself some time and get an HDMI cord and run it from your laptop to your TV instead. It's not nearly as cool, but it will save you time and money. Apple TV works way better, but they own all the components in between and can ensure a better experience. But alas, I'm a windows guy, so I'm out of luck. My device is going to be resold for whatever I can get for it. I strongly regret this purchase.",0.0
2020-12-22 11:47:56,1608637676,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Fantastic Until It Stopped Working,"This was an excellent charger.  Kept it by my bedside and charged my Samsung Galaxy Note 10.1 tablet every night.  Treated it very gently, never stepped on it, never pulled it roughly, always removed it gently from the tablet and was very happy until 3 weeks later it just stopped working.  Failed to charge the tablet two nights ago and last night.I'm so disappointed.  This is all Samsung's fault for having such a weak offering of OEM power cords for this tablet.",0.0
2020-12-22 11:59:54,1608638394,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Great idea,"Great idea to protect your screen, but you must be ultimately patient while putting it on the screen. I only had to deal with 2 bubbles.",1.0
2020-12-22 12:07:39,1608638859,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,Good charger.,I ike this charger. This is good because the original charger is much to short. I use this overnight and it is always charged in the am.,1.0
2020-12-22 12:29:53,1608640193,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Hiccups and poor quality video,"I got this when I discovered the new Kindle Fire HDX I bought my hubby for Christmas does NOT have an HDMI port. This is the only way to display videos on your TV unless you have a TV already set up for Miracast. I bought the HDX so we could download movies and watch them later, and not have any buffering glitches like with WiFi. But, we have to use this wireless device anyway, and had to pay a good bit for it, on top of the HDX price. We still get some buffering glitches with this, and the quality is not very good (pixilation), even when we download the movie at the highest quality available. Overall, the Kindle Fire HDX and this Miracast device are a disappointment. Definitely prefer our old Kindle Fire HD with the HDMI cable, even though have to stream live. I cannot believe Amazon removed the HDMI port for the HDX! Makes no sense, and apparently other customers were caught off-guard, too.",0.0
2020-12-22 12:42:21,1608640941,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Great for storing camera equipment-affordable and well made!,I bought this bag for my son to store is camera equipment. The bag has lots of room and compartments to protect his lenses. The inside contains thick padded dividers of various sizes which work well to keep lenses from being scratched as well as plenty of room for his camera. The bag is well constructed and comparable to camera bags I have seen at local camera shops for $50+ dollars. When closed the bag is very secure and won't come open on its own. It has a comfortable handle as well as adjustable shoulder strap with pad for hands free carrying. Outside zippered pockets are also very useful offering additional storage. We are very very pleased with this purchase and would definitely recommend this camera bag!,1.0
2020-12-22 12:51:55,1608641515,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,"Didn't work great, returned it","I love the concept of this device but it just wasn't stable enough to be useful, so I returned it.I bought this with visions of being able to mirror my Nexus 4 on the living room TV, play Spotify through the stereo while seeing what was playing on the big screen, surf the internet from the couch on the big screen, and maybe just play a game or two through it. The thing is that it just didn't work great. It forces the sound through the wireless display, as far as I could tell there's no way to have the display on screen while routing music through the stereo's Bluetooth receiver. Then there's noticable latency between what you see on the phone screen and the TV screen, and the connection has a tendency to flake out. Sometimes it stayed stable for a few minutes, sometimes for a half-hour, but it always disconnected itself at some point. And it didn't play nice with another Bluetooth connection - when trying to use a bluetooth keyboard with trackpad the wireless display would disconnect almost immediately.After giving up trying to use it to mirror my phone, I turned to trying to use it to beam my upstairs computer screen down to the living room. Since I was in process of rebuilding my computer I had an opportunity to put the right parts in to make it WiDi compatible - an Intel Core i7-3770K and an Intel Centrino 6205 for Desktop wireless card. It was a fun project but eventually also didn't pan out. The Intel documentation on the specification and requirements for WiDi on a desktop is a bit convoluted, and deep in a support forum comment I eventually found an Intel employee telling someone that &#34;Wireless display is intended to come pre-installed on an Original Equipment Manufacturer (OEM) computer instead of self built.&#34; (http://communities.intel.com/message/187480#187480)I did end up getting WiDi to work, through a combination of installing the compatible Intel parts, installing their latest software, and disabling my graphics card. Tricky little hurdle there is that the integrated Intel graphics need to be active in order for WiDi to work. The software locks you out from trying if not. I found that it could work with a monitor connected there and other monitors connected through my (Radeon 5850) graphics card, but the most straightforward and useful way was just going into the Device Manager and disabling the graphics card before enabling WiDi. (Additional quirk: when the monitor connected to the integrated graphics was connected via an HDMI cable it would allow me to activate WiDi while other monitors were active through the graphics card, but the software would not allow WiDi to activate if the monitor connected to integrated graphics utilized a VGA cable. The latter setup did however work if the graphics card was disabled.)After getting WiDi working the display connection was still not quite stable. And I understood that I was pushing the limits on the specification. As far as I could glean from Intel's support articles and forums the WiDi spec calls for a maximum distance of 20 feet and a line of sight between the wireless antenna and receiver. My living room TV and the upstairs computer were about 35 feet apart in separate rooms. I picked up a Hi-Gain antenna and elevated both the receiver and antenna, and it seemed to help a bit. Though the signal would still inevitably timeout. As with when I tried it with my phone sometimes it stayed stable for a few minutes, sometimes for a half-hour, but it always disconnected itself at some point. So I attempted to building it out to spec. I purchased (surprisingly expensive) antenna cable extenders, then mounted both the high-gain antenna and the Push2TV receiver in the stairwell. They ended up exactly 18 feet apart with a line of sight. And yet, the stability of the display connection did not improve. At that point I was disappointed enough to return it.My take on this device is that it utilizes some very promising technologies which aren't yet ready for prime time. It worked well enough as a neat parlor trick, but just wasn't stable enough to be truly functional. Within a couple of years I'm sure it will improve.Techincal note: the device arrived with firmware version 2.2.12, which I upgraded to 2.2.15 during the course of this experience.",0.0
